"b_RE[1]","b_RE[2]","b_RE[3]","b_HIV","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]"
1.3694,1.9715,2.526,1.625,-0.4217,-0.3028,-0.3913,1.3678,0.0867,0.3343
1.4344,2.1072,2.898,1.5335,-0.4131,-0.3,-0.3749,1.0558,0.2264,0.6355
1.6616,2.6736,4.0359,0.897,-0.5198,-0.5815,0.1155,0.7099,-0.3113,0.2605
0.5643,1.4879,4.0254,2.0934,-0.274,-0.3343,-0.4641,1.6248,-0.0798,0.3959
1.6138,1.818,3.9638,0.9739,-0.6776,-0.4819,-0.4647,0.9716,-0.045,0.4377
1.1464,1.1338,1.9594,1.9599,-0.2927,-0.6673,-0.3488,1.825,0.1102,0.2916
1.7174,2.3678,3.3709,1.5121,-0.4101,-0.6266,-0.3547,1.0445,0.3263,0.3425
1.5597,1.6145,2.6985,1.831,-0.2931,-0.8499,-0.2157,1.4281,0.2082,0.4075
1.4011,1.7466,2.9989,1.3317,-0.7918,-0.0561,-0.1257,0.9155,-0.5962,0.4185
0.7354,1.6257,3.5084,1.739,-0.6701,-0.3993,-0.2024,1.1596,-0.2898,0.4836
1.4738,2.1577,2.5196,1.4604,-0.5585,-0.0924,-0.361,0.9256,-0.1297,0.4668
1.0612,1.1411,2.4902,2.0358,-0.3277,-0.5439,-0.2213,1.1554,-0.0214,0.4692
1.6614,2.0711,6.0443,1.0771,-0.1219,-0.2608,-0.467,1.1207,-0.3822,0.4138
1.0761,1.9858,4.5395,1.1717,-0.0836,-0.6717,-0.1904,1.9497,-0.5189,0.1891
2.2119,2.0122,3.5358,1.9021,-0.2536,-0.4438,-0.5016,1.1459,-0.2519,0.3248
1.3281,1.6841,2.4912,2.0421,-0.0166,-0.2363,-0.2654,1.5921,-0.2395,0.6898
1.5449,1.9279,2.5159,1.8591,-0.5901,0.0218,-0.4844,0.9237,0.1771,0.5348
2.4415,1.4583,3.6747,1.9111,-0.4604,-0.2258,-0.1754,0.9402,-0.2724,0.4595
0.9297,2.0049,5.3802,1.71,0.0371,0.1421,-0.6847,1.2097,-0.0938,0.7049
1.2053,1.7634,2.2131,1.8612,-0.8634,-0.3879,-0.4701,0.8051,0.3548,0.3604
2.1231,1.1159,3.1782,1.624,-0.402,-0.4968,-0.525,0.9204,0.641,0.416
1.0106,1.6009,2.6748,1.6579,-0.7506,-0.5256,-0.3334,1.318,0.3937,0.656
1.2683,1.598,1.9657,1.6893,-0.4497,-0.4694,-0.1168,1.0334,0.1107,0.5327
1.6709,1.2497,1.55,1.9315,-0.2735,-0.4201,0.1651,1.4843,-0.1895,0.1866
2.0119,1.7462,4.9046,1.6077,-0.307,-0.7157,-0.1031,0.3462,0.8357,0.391
1.0338,1.4177,1.973,1.613,-0.4815,-0.0938,-0.1452,1.0967,-0.2686,0.5906
1.2896,1.3994,4.0765,1.7796,-0.6997,-0.3856,-0.1369,0.9373,0.4336,0.5934
1.3778,1.5705,3.4497,1.3895,0.0091,-0.506,-0.0947,1.3067,0.129,0.3725
1.4008,1.5765,2.9044,1.5542,-0.111,-0.1718,-0.6087,1.1563,0.1643,0.5505
1.2595,2.9026,3.8346,1.1403,-0.4345,-0.7584,-0.1807,1.2221,0.2061,0.393
1.3508,1.3672,2.9945,1.7023,-0.531,-0.677,-0.1603,1.3657,0.1976,0.5881
1.6663,1.6356,3.9831,1.0537,-0.4998,-0.8321,0.0202,0.9881,0.3153,0.3059
2.2082,2.9558,3.6247,1.3444,-0.3819,-0.3465,-0.3096,1.3953,-0.256,0.1697
0.9302,1.535,2.5853,1.6956,-0.3209,-0.6628,-0.3856,1.3647,0.048,0.3529
1.3392,2.0116,3.1884,1.5947,-0.3264,-0.4952,-0.0061,0.9849,-0.1102,0.392
1.506,3.7982,3.0768,1.4148,-0.5022,-0.5309,-0.3047,0.4376,0.5474,0.7056
1.1958,1.5229,3.8631,1.2118,-0.4525,-0.5266,-0.0143,1.2517,-0.1646,0.3157
1.1143,1.5914,1.977,2.3867,-0.4743,-0.6664,-0.3398,1.3007,0.1986,0.6977
1.3409,1.7864,5.5416,0.9882,-0.6062,-0.8625,-0.168,0.834,-0.092,0.3264
1.6579,2.1062,3.2156,1.929,-0.6369,-0.6292,-0.3982,0.5989,0.181,0.8666
1.0885,1.3297,3.0938,1.8994,-0.5292,-0.0193,-0.1345,1.0477,-0.4135,0.4302
1.4028,2.6039,3.1274,1.4814,-0.5189,-0.3777,-0.335,1.1494,0.4437,0.3111
0.6491,1.3898,1.9816,1.2927,-0.8097,-0.088,-0.4007,0.74,-0.0223,0.587
1.6219,1.3041,2.3606,1.7664,-0.3006,-0.7484,-0.2763,1.6808,0.3567,0.6878
1.2637,1.529,3.7103,1.7893,-0.3772,-0.665,-0.1834,1.0871,0.0227,0.4353
1.2185,1.7859,3.1731,1.6351,-0.7528,-0.4236,-0.1727,0.3115,0.4887,0.9202
1.1144,1.7402,3.4143,1.5436,-1.051,0.0779,-0.2283,0.7573,-0.7907,0.4628
1.1155,0.8669,2.1439,2.1599,-0.6038,-0.2847,-0.779,1.292,0.0268,0.7388
0.7066,1.7305,1.8856,2.0331,-0.2027,0.0259,-0.4597,1.2421,0.2873,1.0588
0.8748,1.3894,4.8116,1.5034,-0.6949,-0.5528,-0.1182,0.5879,-0.1234,0.5374
2.4281,1.5979,4.9517,1.595,-0.3753,-0.4599,-0.38,0.8396,-0.054,0.4922
1.5386,1.8465,4.5825,2.0365,-0.2792,-0.3932,-0.6388,1.2601,-0.4008,0.5491
1.591,1.5205,2.855,1.2489,-0.0957,-0.3478,0.1356,0.7422,-0.2104,0.2854
2.7935,1.8689,3.9131,1.4567,-0.4243,-0.3137,-0.3819,0.8933,0.0091,0.1964
1.9555,1.6804,3.0849,1.8585,-0.6502,-0.1367,-0.2522,1.074,-0.4003,0.5532
2.0306,1.9346,3.3283,1.7621,-0.5962,-0.6289,-0.0078,0.8004,0.2937,0.3937
1.1224,1.613,3.0165,2.1389,-0.4619,-0.4797,-0.7303,1.2675,0.1851,0.7107
1.1979,2.6432,5.568,1.4643,-0.6438,0.0952,-0.3996,0.814,-0.1961,0.7053
1.7649,2.581,3.5528,1.2236,-0.1766,-0.7046,-0.141,1.0744,0.1156,0.3549
1.6224,1.8409,5.1186,0.9734,-0.7894,-0.7335,0.1157,0.6121,0.4286,0.4981
2.0389,1.7009,4.3023,1.4853,-0.4209,-0.4093,-0.0038,1.1003,-0.2513,0.1245
1.6217,1.2991,3.3086,1.8874,-0.0774,-0.4704,-0.3202,1.3703,0.0637,0.3156
1.4985,1.4081,2.633,1.7781,-0.7937,-0.2334,-0.2173,1.2971,-0.1155,0.2964
2.494,1.4913,3.8158,1.64,-0.2214,-0.7104,-0.094,1.1569,-0.1313,0.2396
1.0212,1.5733,2.935,1.3861,-0.4292,-1.0437,-0.2901,1.3076,0.5174,0.5247
1.1716,1.7804,3.3873,1.7078,-0.0568,-0.8646,-0.1583,1.053,0.739,0.2004
1.3896,2.2954,2.6848,1.5265,0.1506,-0.4548,0.4138,0.8917,0.4299,0.4077
1.4056,2.2476,3.6768,1.6691,-0.1108,-0.6795,-0.3658,0.6516,0.805,0.5862
0.8942,1.7476,2.6888,1.682,-0.1721,-0.9051,-0.6431,1.751,-0.1095,0.547
0.5794,1.6105,2.0944,1.816,-0.7924,-0.0518,-0.514,1.072,0.1343,0.7312
1.249,1.5927,2.8831,1.3211,-0.4121,-0.2375,0.0414,0.3505,-0.4581,0.5645
1.6481,1.5756,2.8347,1.6963,-0.2912,-0.5437,-0.3897,1.3818,0.2184,0.4066
1.1961,1.4813,2.9427,2.0683,-0.5895,-0.3523,0.0553,1.2971,-0.0837,0.2126
1.9108,1.8429,4.2672,1.7733,-0.4248,-0.7925,-0.2385,1.2143,0.1067,0.5191
1.7351,1.6765,2.5354,1.5067,-0.4067,-1.0995,-0.1619,1.2897,0.3835,0.1264
0.9116,2.3301,3.8268,1.3542,-0.3708,-0.6268,-0.409,1.3201,-0.0055,0.2057
1.0681,1.4281,2.5839,2.2344,-0.3332,-0.1737,-0.8439,1.6572,-0.211,0.8265
0.7648,1.1776,1.5111,1.7353,-0.9014,-0.7176,-0.7841,0.8897,0.5797,0.9306
1.3695,1.4092,2.6974,1.7846,0.0389,-0.2122,-0.412,1.6673,-0.7587,0.4571
1.1148,1.9288,5.4128,1.5758,-0.5229,-0.0206,-0.4188,1.0607,-0.2167,0.3761
1.8555,1.9941,3.6371,1.0011,-0.6467,-0.368,-0.1332,0.4516,0.0323,0.1845
1.4576,1.4017,3.3704,1.6924,-0.2342,-0.596,-0.3211,1.3823,0.0031,0.4506
1.2994,1.4044,2.3321,1.6927,-0.8296,-0.1453,0.0326,1.2633,-0.0545,0.2536
1.4689,1.7559,3.6282,1.9699,-0.3345,-0.3663,-0.382,1.0602,-0.0312,0.2325
1.4259,2.3531,3.2525,1.0362,-0.475,-0.4492,-0.1641,0.6812,-0.0782,0.394
0.65,1.3081,2.642,1.5249,-0.6956,-0.3547,-0.0525,0.5542,-0.502,0.4076
1.2286,1.6985,3.6419,1.7676,-0.5604,-1.0888,-0.5696,0.971,0.652,0.6143
1.2723,1.2889,3.5457,1.5758,0.0033,-0.7969,-0.3703,1.381,0.3987,0.438
1.4414,1.8954,3.0938,1.4557,-0.4147,-0.4777,-0.1383,1.0511,0.4318,0.6437
1.5297,1.8397,3.2809,1.7204,-0.2085,-1.0883,-0.124,1.5537,0.0484,0.212
0.7174,1.6776,2.9003,1.4165,-0.5072,-0.4202,-0.4907,0.9471,-0.2023,0.6098
1.947,1.8857,2.2064,1.292,-0.0948,-0.7576,0.1518,1.0049,0.6769,0.2915
1.9496,1.9027,4.8999,0.7576,-0.4338,-0.7038,0.368,0.7637,-0.0246,0.1002
1.5408,1.6246,4.6452,1.1654,-0.4262,-0.5077,-0.1781,0.7065,-0.1191,0.4457
1.8498,2.3756,4.8169,1.2874,-0.1401,-0.2227,-0.3272,0.9056,0.3448,0.3992
1.1784,1.8328,3.2624,1.4676,-0.3191,-0.3321,-0.512,1.2397,-0.0422,0.5037
1.278,1.975,5.5009,1.3334,-0.3829,-0.199,-0.2411,0.8969,-0.4996,0.4118
2.1317,3.4491,3.6572,1.2142,0.034,-0.1382,-0.1264,1.3395,-0.3951,0.3911
1.5748,2.0874,4.1429,1.6629,-0.4825,-0.1296,-0.7555,1.0296,-0.0225,0.4805
1.1248,1.5264,5.3229,1.8724,-0.5156,-0.7445,-0.2749,1.1454,0.6717,0.4807
1.7507,2.1784,2.9843,1.5944,-0.0665,-0.044,-0.2621,1.2799,-0.2665,0.2578
1.6172,1.8171,2.6068,1.1791,-0.3517,-0.1117,-0.1257,0.8734,0.1084,0.2782
1.9734,1.6205,3.0842,1.2625,-0.7379,-0.5374,-0.514,0.6824,-0.4124,0.4058
1.3137,1.8731,2.162,1.6276,-0.0784,-0.1524,-0.5056,1.4748,-0.384,0.2599
1.0571,2.0657,3.1545,1.9764,-0.2098,-0.822,-0.3974,1.0981,0.682,0.567
1.0144,1.8344,2.2462,1.7172,-0.4348,-0.6307,-0.4573,1.0832,0.3043,0.9227
1.4467,1.2501,2.702,1.7828,-0.1561,-0.3361,-0.1757,1.4839,-0.1618,0.512
1.6936,1.6707,5.0364,1.8063,-0.2752,-0.2411,-0.2057,1.0841,0.0807,0.3917
1.1884,1.0614,2.5935,1.4628,-0.8381,-0.773,-0.2828,0.7653,0.181,0.3641
1.3635,1.267,2.4512,1.5903,-0.5071,-0.3575,-0.0254,0.8678,-0.342,0.6065
1.4924,1.609,4.2564,1.3624,-0.1253,-0.5648,-0.3518,0.915,0.4604,0.533
1.0018,1.4633,2.3957,1.7167,-0.4276,-0.2631,-0.516,1.9827,-0.3505,0.2938
1.6401,1.1776,2.8048,1.9482,-0.7769,-0.3507,-0.5264,1.1335,0.2533,0.6452
1.0696,1.5247,3.1316,1.74,0.0638,-0.2672,-0.4376,1.4097,0.4934,0.7565
1.5686,2.2147,3.1985,1.3464,-0.3764,-0.8375,-0.2294,1.1117,0.0706,0.3444
1.378,1.7795,2.644,1.7587,-0.711,-0.3152,-0.9479,1.4734,0.1605,0.4063
1.308,1.642,3.6304,1.3396,-0.2401,-0.1202,-0.0124,0.937,-0.2821,0.5529
1.4455,1.5052,3.5131,1.8856,-0.4896,-0.9669,-0.4674,1.0591,0.1692,0.5923
0.9129,1.5151,3.3658,1.2502,-0.4326,-0.8139,-0.3049,1.0927,0.2736,0.6872
2.6256,1.9002,4.3544,0.7277,-0.6973,-0.5373,-0.0757,0.5734,0.3111,0.4088
1.3273,2.0005,2.629,1.5018,-0.2936,-0.2944,-0.2073,1.2061,0.1936,0.4366
1.5257,2.905,5.6127,0.5014,-0.2024,-0.8141,0.2409,0.764,-0.0707,0.3536
1.24,2.1488,3.6575,0.9322,-0.6087,-0.7639,-0.0489,0.9801,-0.1049,0.424
1.1138,1.5992,3.3719,1.7291,-0.2935,-0.7665,-0.4266,0.9528,0.2337,0.4022
1.4099,1.2212,2.4994,1.4968,-0.5877,-0.495,-0.088,1.1719,-0.2604,0.6721
1.034,2.5954,4.1164,1.1035,-0.2164,-0.1147,-0.4187,1.4398,-0.531,0.4432
0.5631,2.0695,2.5074,1.5665,-0.0717,-0.397,-0.3931,1.2476,0.3646,0.8469
0.9542,1.1487,3.3109,2.0063,-0.308,-0.2004,-0.1274,1.071,-0.2287,0.6141
1.2621,1.9938,3.3749,1.1707,-0.2461,-0.575,-0.1975,1.3206,-0.3094,0.3666
1.2375,2.2255,2.0899,1.3839,-0.2477,-0.2241,-0.3128,0.908,-0.3857,0.7267
1.2575,2.5103,1.9293,1.3749,-0.7101,-0.5528,-0.1527,0.2806,0.5477,0.5735
1.2932,1.5339,3.6256,0.9101,-0.0274,-0.8487,0.1177,1.1749,0.1461,0.5047
1.5347,1.815,2.7986,1.9897,-0.3576,-0.2254,-0.5804,0.9693,-0.1186,0.3887
1.2208,1.5735,3.6387,1.3983,-0.1425,-0.7158,-0.0182,1.0624,0.4188,0.6066
1.4292,1.8872,3.4831,2.0114,-0.2427,-0.8216,-0.6233,1.105,0.4059,0.7078
1.0693,1.5682,3.502,1.8082,-0.4032,-0.5447,-0.0594,0.9181,0.3196,0.4546
0.8926,1.5249,2.9633,1.8114,-0.7851,-0.3579,-0.2556,0.903,-0.1314,0.6167
1.6616,2.1505,3.3888,1.8817,-0.6366,-0.4268,-0.1755,1.0014,-0.4848,0.2868
1.9057,1.8084,2.6847,1.735,-0.6092,0.0363,-0.3746,1.0878,-0.1465,0.5875
1.6373,2.2199,2.3532,1.677,-0.5741,-0.1705,-0.3452,1.4081,0.1107,0.3699
1.2289,2.4846,3.1252,1.6427,-0.6976,0.0176,-0.7038,0.8261,0.1728,0.7545
1.5239,1.867,2.2381,1.7987,-0.8204,-0.4523,-0.3423,0.636,0.0374,0.982
1.1318,1.3651,2.8899,1.2912,-0.401,-0.1967,-0.5759,1.2566,-0.1033,0.6787
0.7113,1.3926,3.4081,1.1172,-0.6079,-0.1136,-0.5714,1.2895,0.1126,0.5101
2.1417,1.9638,3.6555,1.4222,-0.4553,-0.2998,-0.4922,1.2591,-0.3584,0.3699
1.0622,1.4569,3.0627,1.4072,-0.3404,-0.1366,-0.2432,1.0995,-0.0307,0.3269
1.54,1.5693,2.9154,2.1825,-0.3897,-0.6463,-0.5111,1.1682,-0.1769,0.6027
1.128,2.0328,1.6795,1.4878,-0.2834,-0.8164,-0.2244,1.2579,0.4075,0.2699
1.3641,2.1655,2.0265,2.2405,-0.7365,-0.4149,-0.5085,0.9075,-0.203,0.6887
1.0892,2.1777,2.7409,1.3545,-0.3301,-0.7243,-0.3368,1.4347,0.2577,0.4459
1.3775,1.1067,2.3938,1.5304,-0.3192,-0.8252,-0.377,1.516,-0.0031,0.3326
1.8445,2.5161,3.186,1.4,-0.0842,-0.7811,-0.7823,1.4233,0.332,0.4284
1.4309,1.4199,2.3421,2.0241,-0.6591,-0.1437,0.0971,1.1657,-0.161,0.5283
1.6146,1.5965,3.1725,1.4307,-0.4825,-0.9223,-0.342,1.2675,-0.0348,0.6406
0.5975,2.0966,3.0164,1.5078,0.1122,-0.4114,-0.3094,1.0556,0.103,0.3216
0.8077,2.2342,2.8644,1.477,-0.193,-0.0114,-0.093,1.1634,-0.0355,0.4203
1.6898,1.6862,4.2596,1.4946,-0.3941,-0.5212,-0.2487,1.0735,-0.1151,0.5628
1.6021,2.1012,3.2647,1.3044,-0.8925,-0.3949,-0.0307,0.9813,-0.231,0.4086
1.8623,1.6714,3.8044,1.8323,-0.3493,-0.5272,-0.2291,1.1203,-0.1603,0.4881
0.6533,1.8892,3.08,1.4108,-0.4963,-0.4775,-0.3914,1.2946,-0.4831,0.5024
1.0505,1.2084,2.3555,1.7623,-0.1796,-0.1342,-0.0774,1.4313,-0.4108,0.4585
1.9483,2.4283,5.2119,1.708,-0.3375,0.1482,-0.3357,0.9469,0.0804,0.5731
1.4988,1.7998,4.938,0.993,-0.7771,-0.4009,-0.1512,1.0348,-0.0462,0.4627
1.3297,1.9782,2.9032,1.1533,-0.0286,-0.4034,-0.2789,1.1581,0.1627,0.2746
1.7974,1.4682,2.414,2.9821,-0.7165,-0.979,-0.249,1.153,0.2953,0.5141
1.2829,1.5645,3.8684,0.767,-0.3157,-0.6998,-0.651,1.1867,0.8461,0.6138
1.1396,2.7771,3.0643,1.0362,-0.2166,-1.0074,-0.1238,1.0859,0.2103,0.4152
0.9719,1.6307,4.0932,1.0895,-0.2254,-0.308,-0.2867,0.9954,0.1922,0.6241
0.3375,1.9767,2.1974,0.8988,-0.6299,0.0792,-0.509,0.5554,-0.0147,0.6591
1.3949,1.4004,3.0926,0.7425,-0.5003,0.0203,-0.0729,0.3576,-0.0188,0.5452
1.7495,1.7314,2.5712,1.4869,-0.6285,-0.4535,-0.0916,1.0969,0.071,0.2715
0.8592,1.5893,2.183,1.9908,-0.3012,-0.0503,-0.2586,0.762,0.2027,0.6819
1.6508,1.4321,4.3821,1.44,-1.007,-0.5358,0.0783,0.996,-0.0411,0.1036
2.0353,1.7234,3.3128,1.5879,-0.662,-0.6593,-0.3147,1.1075,0.0658,0.3201
1.4633,1.6932,3.4887,1.8517,-0.4655,-0.3746,-0.1575,0.8222,0.0091,0.2476
1.4918,1.4225,2.0488,1.8686,-0.8993,-0.6216,-0.4177,0.7857,0.086,0.4505
1.6883,1.6172,2.8266,1.2875,-0.1068,-0.7636,-0.4174,1.0227,0.6323,0.689
1.7122,1.5452,2.4167,1.8832,-0.1351,-0.5727,-0.6591,1.466,0.1228,0.5223
1.4169,1.5774,4.739,1.5614,-0.3358,-0.3702,-0.2322,1.2938,-0.0174,0.3009
1.5421,1.4548,2.8232,1.6392,-0.4943,-0.2721,-0.3288,0.8777,-0.2404,0.639
0.9623,2.2132,3.877,1.4218,0.1833,-0.0566,-0.2182,0.9904,-0.4838,0.7366
0.7581,0.9791,3.4268,2.0485,-0.628,-0.3341,-0.6698,1.0171,0.0054,0.6874
1.6388,1.9433,2.8747,1.6315,-0.3398,-0.5921,-0.253,1.3304,-0.2697,0.4555
1.5142,2.0323,3.2557,1.2237,-0.594,-0.6323,0.0338,0.3387,0.7236,0.6
0.8817,0.8202,1.7959,2.8735,-0.4345,-0.6651,-0.4182,1.4992,0.5846,0.9246
1.4145,1.4973,3.0816,2.0187,-0.5791,-0.3553,-0.3229,1.2919,0.104,0.3556
1.1512,2.5922,4.7163,1.2377,-0.5665,-1.1157,-0.3957,1.0976,0.4452,0.3806
1.5415,2.2364,4.0886,1.7852,-0.18,-0.2547,-0.3538,1.1557,0.4642,0.4633
0.8765,2.9132,2.3779,2.0992,-0.075,-0.1203,-0.2426,1.0901,-0.1406,0.7219
1.0878,1.4739,2.1941,1.7106,-0.1276,-0.6077,0.0477,1.2326,0.3987,0.411
1.4093,2.5277,3.2603,1.1795,-1.0215,-0.4725,-0.4158,0.3785,0.3638,0.6181
1.41,1.2833,3.0068,2.0361,-0.3269,-0.4046,-0.1934,1.1585,-0.211,0.918
0.8809,1.5675,2.8741,0.6358,-0.2191,-1.0763,-0.2232,1.4635,0.5397,0.363
1.2116,1.2696,4.0109,1.3049,-0.1699,-0.301,-0.4056,1.0953,0.0114,0.505
0.7211,2.1386,2.5758,1.8614,-0.329,-0.4018,-0.4007,1.5186,-0.3102,0.5288
1.5436,1.4679,4.6339,1.7813,-0.3847,-0.4302,-0.0738,1.0803,-0.2507,0.4682
1.6008,2.7409,4.7563,1.2673,-0.2857,-0.1269,-0.2434,0.9731,-0.046,0.2807
1.4815,1.908,3.8243,1.1282,0.1067,-0.467,-0.27,0.7848,0.7606,0.7116
0.9194,1.6564,3.0805,1.5845,-0.1921,-0.4101,-0.475,1.2915,0.1949,0.8532
1.4071,2.3489,2.4595,2.2397,-0.7855,-0.6529,-0.367,0.5712,0.3853,0.8525
1.5592,1.7898,4.3692,0.9466,-0.5054,-0.587,-0.1181,0.5501,0.3052,0.3911
1.353,1.463,2.169,1.509,-0.7664,-0.5169,-0.1851,1.0008,0.0033,0.4559
1.317,1.8156,4.1798,1.3274,-0.3292,-0.5247,-0.3948,1.1621,0.0884,0.6697
1.1591,2.2075,2.6848,1.2654,-0.4971,-0.2709,-0.0872,0.6648,0.0342,0.2579
1.3039,3.2955,4.1359,1.5703,-0.1664,-0.7796,-0.0131,1.1939,0.3125,0.4463
1.4514,1.872,4.6214,1.4238,-0.7603,-0.4224,-0.9562,1.2806,0.1085,0.8912
1.3643,1.4464,3.1486,1.2054,-0.6246,-0.6898,-0.0873,0.7186,0.0939,0.288
2.4994,2.4344,5.5796,1.4911,-0.5774,-0.3362,-0.1618,0.843,-0.4068,0.3265
1.3326,2.2131,3.1363,1.1139,-0.6483,-0.7681,7e-04,0.8198,0.4435,0.4808
1.1358,1.8098,2.8997,1.6274,-0.5788,-0.5521,-0.4139,0.8767,-0.0508,0.6727
0.8508,1.8398,3.087,2.4226,-0.1293,-0.7523,-0.3443,1.3131,1.0801,0.7086
2.3575,1.7896,3.9772,1.26,-0.4883,-0.5873,-0.0257,0.3665,0.1259,0.3734
1.3097,1.4269,2.5771,1.6334,-0.6317,-0.6174,-0.4078,1.2428,0.2369,0.4937
1.5079,2.1571,2.3551,2.2976,-0.7293,-0.0742,-0.8139,0.6061,-0.1245,0.9424
0.935,1.2342,1.9062,1.2667,-0.7488,-0.6857,0.1165,0.9118,0.0872,0.4651
1.3208,1.4464,2.3816,1.528,-0.5282,-0.5748,-0.4555,1.138,-0.4495,0.4066
1.0266,1.357,4.4734,1.6038,-0.5798,-0.9133,-0.3654,1.2117,0.481,0.3238
1.1138,1.6391,5.3453,1.5194,-0.206,-0.3557,-0.7298,1.0002,0.1616,0.7357
1.6028,1.6014,3.2538,1.4658,-0.0593,-0.824,0.0447,1.18,0.3183,0.3892
1.6814,1.9689,2.3116,2.2359,-1.0044,-0.0884,-0.6024,0.9727,0.0807,0.8709
1.5964,1.5084,5.0434,1.2547,-0.337,-0.4478,-0.2821,0.9646,-0.3293,0.4438
0.5725,1.6344,3.2681,1.8677,-0.2409,-0.0634,-0.1123,1.1202,-0.3025,0.6085
1.0381,1.6674,3.7288,0.9419,-0.4281,-0.6371,0.3568,0.8724,0.1358,0.1917
1.1539,1.5715,3.4306,1.685,-0.3499,-0.5288,-0.3737,0.8546,0.1757,0.7423
1.3605,3.1825,2.2037,1.4927,-0.7676,-0.1592,-0.3273,0.642,-0.0387,0.2718
1.8861,2.3071,5.307,1.136,-0.3201,-0.4445,-0.6371,1.2481,0.2433,0.4649
0.3987,1.0159,1.738,2.3106,-0.0652,-0.4456,0.0615,1.3665,0.4182,0.6517
1.4666,1.8213,3.2164,1.0945,-0.4157,-0.3097,-0.3873,0.6813,-0.1447,0.4783
1.1424,1.5673,2.4643,1.6891,-0.5952,-0.802,-0.4252,1.5026,-0.0703,0.3274
1.5126,1.457,2.6559,1.417,-1.2332,0.0704,-0.1224,0.7066,-0.5577,0.5343
1.0676,1.5427,3.4089,1.7079,-0.7781,-0.0364,-0.7921,0.8687,0.3287,0.5291
1.3931,2.1388,4.345,0.7654,-0.3125,-0.2744,-0.2848,0.8525,-0.5684,0.4049
1.074,1.4376,2.4828,1.2577,-0.0264,-0.0143,-0.3813,0.9766,0.0431,0.9789
1.1543,3.8687,3.1797,1.3681,-0.1002,-0.5237,-0.6218,1.0292,0.7,0.3031
1.3981,1.3713,2.8636,2.1268,-0.4712,-0.5585,0.0864,1.3266,-0.3813,0.2837
1.4154,2.5007,2.9037,1.5833,-0.5126,-0.0157,-0.1708,1.093,-0.0965,-0.0176
1.397,1.9235,2.1786,1.8585,-1.0171,0.177,-0.8351,1.1978,0.0063,0.4961
1.2545,1.4778,8.4608,1.2977,-0.3522,-0.561,-0.4083,0.8446,-0.0234,0.5161
0.9566,1.7268,3.1213,1.5449,0.0291,-0.7549,-0.3199,1.5275,0.2658,0.2373
0.8813,1.2271,1.4117,1.5812,-0.4052,0.312,-0.2869,1.6717,-0.9363,0.4482
2.1859,1.4653,2.3431,1.4149,-0.6709,-0.283,-0.4757,1.2613,-0.8105,0.3993
1.5532,2.6479,5.0341,0.2599,-0.465,-1.0668,-0.0254,0.5577,0.4655,0.4559
1.5428,2.0028,2.8725,1.4559,-0.6997,-0.2351,-0.113,0.7781,-0.5108,0.3089
1.2152,1.5768,2.7553,1.6815,-0.5348,-0.1617,-0.0317,1.4518,-0.7217,0.4754
1.1465,2.816,2.3658,1.6362,-0.6704,-0.2911,-0.4011,1.0861,-0.0873,0.3689
1.0366,1.6791,5.2364,1.5324,-0.5961,-1.1932,-0.1654,0.7854,0.5984,0.4306
1.4845,1.7156,4.1461,1.8011,-0.0442,-0.8248,-0.3419,0.9328,0.3737,0.6678
1.3171,1.7788,3.2956,1.5545,-0.0112,-0.1113,-0.369,1.2776,-0.2363,0.5562
1.0247,1.2437,2.5718,2.2082,-0.7654,-0.443,-0.4672,1.1507,0.1672,0.4138
1.2187,2.1901,2.671,1.5253,-0.423,-0.3106,-0.3539,1.2262,-0.1352,0.6507
1.7187,1.9095,3.5842,1.6593,-0.6699,-0.3573,-0.5331,1.31,0.091,0.6964
1.567,1.8986,2.6635,2.1836,-0.3824,-0.5085,-0.1509,1.2066,-0.031,0.6726
1.3502,2.9311,5.5559,1.0036,-0.4061,-0.5889,-0.4223,0.9821,-0.1305,0.6032
1.1009,1.566,2.3173,1.984,-0.4876,-0.0762,-0.6323,1.08,-0.353,0.9176
1.529,2.3293,2.797,1.6652,-0.2257,-0.3356,-0.1165,0.9295,0.2583,0.2052
1.3604,2.0197,4.7704,1.2635,-0.9722,-0.2148,-0.3935,1.0502,-0.0222,0.6387
1.0233,1.4278,2.4597,1.6978,-0.7778,-0.6393,0.0122,0.8061,0.2119,0.4195
1.448,1.5851,3.1436,1.5767,-0.5045,-0.8722,-0.1992,0.7044,0.4412,0.5683
1.1523,1.9251,3.551,1.0731,-0.527,-0.7521,-0.5354,0.8292,0.5421,0.5421
1.5908,1.1938,2.2256,1.7244,-0.4717,-0.7207,0.1298,1.2869,0.1373,0.1085
1.9425,2.0999,4.5487,1.425,-0.6346,-0.2183,-0.5214,0.4438,0.4104,0.4382
1.6565,1.6075,3.356,1.9541,-0.4072,-0.7601,-0.3717,1.3628,-0.0353,0.3051
0.9859,2.2364,3.5002,0.8951,-0.5179,-0.5533,-0.1653,0.9373,0.158,0.2648
1.1819,2.517,6.2653,0.9968,-0.7202,-0.4762,-0.2343,0.4762,0.0694,0.5675
1.6495,1.8282,3.3147,1.8875,-0.4193,-0.0323,-0.5866,1.5261,-0.3452,0.1764
1.324,1.6024,2.4682,2.1799,-0.3477,-0.249,-0.1284,0.5834,0.4333,0.4127
