"b_RE[1]","b_RE[2]","b_RE[3]","b_HIV","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]"
1.3799,1.269,3.0482,1.7373,-0.2267,-0.1068,-0.5979,1.2664,-0.2234,0.1179
1.1806,1.9004,3.443,1.6521,-0.714,-0.5625,-0.0267,0.8815,0.0482,0.5341
1.7688,2.2123,3.6164,1.119,-0.4176,-0.4785,-0.2567,0.8128,-0.2493,0.3754
1.2209,1.3064,3.119,1.1634,-0.6599,-0.4093,-0.3775,1.071,-0.212,0.3018
1.434,1.8174,4.0616,1.1773,-0.2461,-0.4422,-0.0178,0.96,-0.0825,0.4748
0.744,0.9282,2.859,1.4622,-0.1982,-0.3793,0.2361,1.3223,-0.2707,0.3507
1.072,1.8994,3.1627,1.8353,-0.4452,0.1226,-0.2795,1.1069,-0.441,0.4713
0.7987,2.8087,3.5861,1.5576,-0.3613,-0.4353,-0.4729,0.9542,0.2667,0.7623
1.2141,1.8766,2.7358,1.0961,-0.2475,-1.0157,-0.2821,1.0474,0.6845,0.6217
0.9232,1.3041,2.6854,1.5211,-0.7342,-0.6458,-0.1383,0.9095,0.2578,0.4621
1.2327,1.5847,4.0437,1.8633,-0.3748,-0.3496,-0.3262,0.7706,0.3674,0.4965
0.7324,1.6318,2.1064,2.4088,-0.0156,-1.0936,-0.4955,2.2319,0.4447,0.7063
1.384,1.231,3.2857,2.5616,-0.4095,-0.6425,-0.8776,1.2537,0.1336,0.7828
1.0196,2.8744,2.7065,1.5666,-0.1985,-0.3074,-0.4285,1.3599,0.3764,0.4412
1.0472,1.0514,3.2021,1.4798,-0.5213,-0.5763,0.3801,0.7763,-0.344,0.5484
1.5738,2.4744,3.965,1.532,-0.2739,-0.7305,-0.5853,1.3924,-0.2723,0.4327
1.2418,1.7921,3.4809,1.7239,-0.2545,-0.4481,-0.3813,0.947,7e-04,0.4992
0.965,1.5366,3.8347,1.3834,-0.3215,-0.458,-0.1095,1.2873,-0.4404,0.3646
1.2354,1.8632,2.1551,1.6702,-0.569,-0.3932,-0.4182,1.163,-0.3569,0.6927
1.9516,1.4131,3.5767,1.6295,-0.2174,-0.9279,-0.1258,0.9772,0.7809,0.4119
0.6856,1.7432,2.4116,1.7991,-0.5175,-0.3443,-0.5549,0.9684,-0.0239,0.6968
0.9183,1.9707,3.2749,1.6098,-0.5164,-0.4917,-0.5413,0.6834,-8e-04,0.4815
1.9036,2.3383,4.4283,1.1362,-0.5302,-0.2998,-0.1638,0.5996,0.0066,0.5454
1.9473,1.7929,5.2652,1.2908,-0.2186,-0.468,0.0139,0.9697,-0.0938,0.2877
1.8177,1.6636,2.6993,1.5967,-0.4233,-0.5301,-0.6959,1.2716,0.0757,0.6068
1.41,1.9318,4.0139,1.5885,-0.256,-0.0702,-0.4499,0.8814,0.1056,0.9361
2.0193,1.9703,5.0906,1.1686,-0.5947,0.144,-0.0506,0.6961,-0.1465,0.4559
1.2337,1.9118,3.2658,1.546,-0.5465,-0.4521,-0.2533,0.9555,0.2177,0.2724
1.1366,2.0648,2.6839,1.4793,-0.3247,-0.7878,0.2395,1.2809,0.2171,0.1386
1.6084,1.3313,3.9999,1.5422,-0.4028,-0.4365,-0.0147,1.465,-0.529,0.4079
1.4837,2.1573,4.5669,0.9159,-0.517,-0.6702,-0.3675,0.9116,0.2606,0.5578
1.7042,1.6621,2.0454,1.9548,-0.1244,-0.006,-0.7148,1.8333,-0.3111,0.5677
1.646,1.7821,4.2684,1.0286,-0.6159,-0.577,-0.1992,0.7755,0.2203,0.5091
1.8119,2.2937,5.0799,1.7594,-0.0776,-0.9088,-0.1831,0.9793,0.1557,0.5486
0.5774,2.0427,4.1221,0.8875,-0.5236,-0.1541,-0.2053,0.2815,0.2107,0.5495
1.6135,1.8079,4.8208,1.5746,-0.0118,-0.7042,-0.7028,1.267,-0.2309,0.6478
1.4775,1.821,3.3283,1.5639,-0.8178,-0.6899,-0.3102,1.1979,-0.1783,0.4512
2.014,1.8882,5.4869,1.4416,-0.6052,-0.4973,-0.0458,1.1188,0.4134,0.2667
1.6625,2.67,6.0946,1.1608,-0.4236,-0.4179,-0.1424,0.4291,0.3619,0.4207
1.2764,2.2216,2.789,1.4636,-0.4539,-0.6076,-0.2654,1.0375,0.2573,0.365
1.5583,1.8234,2.3741,1.3324,-0.2087,-0.2775,-0.4448,1.3747,0.5518,0.233
1.0241,1.3048,3.7116,2.189,0.0138,-0.5036,-0.2077,1.0367,-0.4976,0.57
1.5422,2.2179,3.247,1.3163,-0.2976,-0.3109,-0.4359,1.0165,-0.4916,0.326
1.2875,1.6478,4.4683,1.5333,-0.4915,0.014,-0.5795,0.7214,-0.1251,0.6991
0.9486,1.6938,2.1159,1.7254,-0.4315,-0.4849,0.0929,1.2593,0.0139,0.4249
1.2058,1.6015,2.7257,1.7149,-0.7182,-0.8091,0.2676,1.244,0.1506,0.2457
0.7231,1.6805,2.3091,2.1198,-0.6386,-0.2829,-0.6275,1.3809,-0.3179,0.4329
0.8578,2.0375,2.9003,1.0951,-0.5738,-0.1548,-0.2512,0.5752,-0.1139,0.7846
1.0444,1.1416,2.6502,1.7545,-0.6501,-0.5516,-0.3451,1.3308,0.2962,0.8149
1.7881,1.5592,3.5149,1.4822,-0.3117,-1.0129,-0.1186,1.0807,0.5957,0.1572
1.5647,2.1526,3.1697,0.6323,-0.5497,-0.1382,0.1065,0.5018,-0.2038,0.4865
0.8294,1.748,2.8005,1.6817,-0.4577,-0.5252,-0.2028,0.9791,0.1586,0.6251
1.5426,1.9349,3.5038,1.5351,-0.5754,-0.3013,-0.2423,1.0807,-0.0961,0.1758
1.5844,1.4758,3.6575,1.4758,-0.4582,-0.3184,-0.0948,1.3904,-0.0139,0.1962
1.051,1.6376,3.3118,1.357,-0.0564,-0.4105,-0.1547,1.083,-0.0828,0.4908
1.367,2.6281,2.981,1.5324,-0.5251,-0.7942,-0.375,0.8663,0.6531,0.5014
2.0688,1.5984,3.3599,0.9608,-0.391,-0.2131,-0.1777,1.2385,0.0474,0.2179
1.5295,1.4682,2.7444,1.6981,-0.6912,-0.3934,-0.31,0.8024,0.4328,0.4947
0.8642,1.6724,3.776,1.666,-0.0293,-0.7538,-0.1138,0.6412,0.7258,0.3686
1.0125,1.6306,5.9489,0.8318,-0.2662,-0.6832,-0.1209,0.9673,0.2973,0.4828
1.0199,1.412,3.2152,0.9235,-0.3474,-1.2844,0.1302,0.8905,0.4317,0.401
1.1757,1.3069,2.8971,1.6548,-0.0905,-0.9532,-0.1879,1.4062,0.4039,0.3818
1.0912,1.3205,2.6348,1.803,-0.9107,-0.6057,-0.3347,0.9563,0.4177,0.5334
1.2409,1.54,2.2899,1.1032,-0.4076,-0.4477,-0.3094,1.7136,-0.536,0.2611
1.5166,1.9542,3.8258,1.2849,-0.225,-0.4327,-0.1497,0.9587,-0.1674,0.3474
1.3566,2.0336,2.8915,1.6954,0.2562,0.1195,-0.6636,1.547,0.2966,0.668
1.5329,1.9949,5.5115,1.4223,-0.1992,-0.9434,-0.2329,0.7633,0.4669,0.5501
1.406,1.8443,2.7776,1.3323,-0.3172,-0.8725,-0.4203,0.9261,0.1039,0.3999
1.551,1.7591,2.8917,1.424,-0.581,-0.0483,-0.1792,0.903,-0.1281,0.5518
1.1699,1.201,1.8989,1.358,-0.584,-0.428,-0.1298,1.064,-0.3552,0.7326
1.0883,1.323,2.1843,1.6577,-0.8431,-0.8847,-0.6888,1.1647,0.5188,0.7405
1.3637,1.2282,2.643,1.6105,-0.7053,-0.6246,-0.2583,1.1715,0.5033,0.6731
0.6751,1.4011,2.5247,1.1284,-0.3542,-0.199,-0.1968,1.1087,-0.0081,0.3716
1.8143,1.8661,3.5488,1.4778,-0.2359,-0.1047,-0.4537,1.1996,-0.1316,0.3139
2.5271,1.9895,3.109,1.8352,-0.836,-0.102,-0.5715,0.4881,0.1762,0.5143
1.5234,1.4266,4.333,1.3158,-0.4464,-0.4118,-0.31,1.0849,0.0326,0.2363
1.7152,1.4345,3.7065,1.8623,-0.5726,-0.2583,-0.4021,0.8109,-0.0011,0.7279
1.0615,1.4791,2.8131,1.6053,-1.037,-0.442,-0.1695,0.8699,0.006,0.5576
1.1304,1.6578,2.4743,1.4106,-0.7625,-0.5143,-0.4182,0.9755,0.1274,0.7662
1.2998,1.149,2.8035,1.7317,-0.6636,-0.6408,-0.6224,1.3155,0.2161,0.9469
3.0222,1.5589,4.0117,1.397,-0.5402,-0.462,-0.2016,0.6552,0.4206,0.3542
1.1964,1.7825,2.5149,2.1007,-0.2901,0.1701,-0.6468,1.2594,-0.668,0.5244
1.442,2.1352,2.6297,1.3184,-0.2354,-0.5939,-0.0588,1.109,-0.0869,0.3791
1.0839,1.1894,2.9775,2.4592,-0.3159,-0.1033,-0.6361,1.4916,-0.4637,0.603
1.6458,1.5969,4.1957,1.6708,-0.6594,-0.6284,-0.3665,1.259,-0.2585,0.5183
0.7366,1.605,2.9861,1.788,-0.2166,-0.3352,-0.4608,1.368,-0.1059,0.6481
0.977,2.3039,2.9675,1.0346,-0.1999,-0.4484,-0.1458,1.2301,-0.0833,0.7052
2.1886,2.2505,3.602,1.4685,-0.3999,-0.0307,-0.2574,0.8725,-0.0898,0.6783
0.9825,1.4208,1.9461,1.8745,-0.2669,-0.687,-0.1498,1.1957,0.2473,0.6784
1.0766,1.9457,3.2316,1.6101,-0.5052,0.0726,-0.5407,1.4402,-0.6057,0.5613
1.7355,1.1016,3.0831,1.5688,-0.3147,-0.3034,-0.2604,0.9926,-0.7451,0.4106
1.0206,1.6081,3.4533,1.2968,-0.4939,-0.3094,-0.229,0.6986,-0.4646,0.6333
1.453,2.4914,3.693,2.1128,-0.6455,-0.1448,-0.2556,1.0006,-0.4807,0.4375
1.2098,1.7726,3.5465,1.9536,-0.1192,-0.8265,-0.48,1.4625,0.101,0.4877
0.9662,1.7626,2.5504,1.8735,-0.5642,0.0506,-0.1785,1.3183,-0.4232,0.8387
1.0018,2.0097,3.0839,1.3885,-0.3413,-0.5105,-0.2219,1.5034,-0.0522,0.28
1.195,1.894,2.2272,1.8956,-0.5902,-0.5025,-0.4686,0.9462,0.3075,0.4725
1.0224,2.0308,2.9504,2.0465,-0.3217,-0.2379,-0.5706,1.7696,-0.5745,0.4841
1.4195,2.6744,3.5498,1.0466,-0.1007,-0.6252,-0.2299,1.2548,0.0967,0.3299
0.9399,1.6663,2.9716,1.9653,-0.6586,0.1173,-0.4564,0.8899,-0.0524,0.4634
1.5449,2.3795,2.9285,1.0616,-0.1261,-0.4176,-0.2438,1.0159,0.1413,0.5775
1.5356,2.0062,3.277,1.5182,-0.6854,-0.4238,-0.1469,0.8638,0.1689,0.6307
1.5584,1.6013,3.0668,1.4593,-0.5923,-0.2048,0.0964,0.8796,-0.2096,0.2867
1.2677,1.6469,4.9767,1.1079,-0.4437,-0.0943,-0.2845,0.6888,-0.0431,0.5492
0.6317,1.2088,4.8806,1.0141,-0.5052,-0.6148,-0.3736,1.0331,-0.3548,0.3074
1.1511,1.5071,3.6232,1.4879,-0.4067,-0.0128,-0.3628,0.9971,-0.1818,0.7626
2.2886,2.181,2.6336,1.6442,-0.0975,-0.1745,-0.3764,1.211,0.4875,0.4893
2.1753,1.9872,2.9278,1.3829,-0.1422,-0.3036,-0.1598,0.9846,-0.1931,0.4174
1.431,2.6495,3.1141,1.7051,-0.4938,-0.2809,-0.3642,0.7998,0.3121,0.4796
1.2344,1.5412,4.0418,1.074,-0.6154,-0.5682,-0.3784,1.2133,-0.0052,0.6839
1.2851,1.5765,3.8102,2.0462,-0.0475,-0.3961,-0.4786,1.2208,-0.2476,0.8341
0.8963,1.776,2.4528,1.7696,-0.0383,-0.4914,-0.328,1.148,-0.0225,0.5542
1.9228,1.5958,2.7884,1.8201,-0.4285,0.006,-0.3416,1.0673,0.2215,0.4497
1.4623,1.8457,2.7352,2.1204,-0.3224,-0.4828,-0.3812,0.976,0.0896,0.4329
1.4283,1.718,2.2712,2.6494,-0.5908,-0.1844,-0.0671,1.4256,0.0058,0.6942
0.7793,1.0215,1.6935,2.119,-0.249,0.0095,-0.5075,1.4742,-0.2694,0.7011
0.9609,2.2678,3.8922,1.3534,0.0366,-0.8318,-0.2403,1.321,-0.0879,0.3776
0.9896,2.671,3.3109,1.349,-0.4698,-0.7068,-0.222,1.0925,0.6736,0.6133
1.4964,3.2174,4.0537,0.8215,-0.4588,-0.2072,-0.2477,0.6394,0.371,0.3191
1.0814,1.8348,3.1943,1.4899,-0.2002,-0.5521,-0.1647,1.2732,0.0804,0.2441
0.8232,1.3043,2.7095,2.1679,-0.3798,-0.4544,-0.3885,1.1046,-0.2568,0.7838
0.9621,1.4942,3.3958,1.5822,-0.839,-0.4783,-0.1702,0.9174,-0.2761,0.3036
1.36,1.6116,1.945,2.271,-0.4804,0.0224,-0.5181,1.3493,-0.1481,0.4153
1.3432,1.5524,2.9849,1.0881,-0.394,-0.8045,-0.1934,0.8645,0.335,0.44
2.0728,1.6258,3.8988,2.0482,-0.4646,-0.8916,-0.0549,1.0996,0.3451,0.2502
1.6725,1.585,2.7074,1.4499,-0.293,-1.3025,-0.4756,0.9028,0.5674,0.5124
1.7837,2.0463,4.2632,1.3929,-0.4461,0.2784,-0.1653,1.0587,-0.8051,0.2372
2.5471,1.4854,4.9919,1.3005,-0.5436,-0.6189,-0.4451,0.602,0.5157,0.4999
1.4656,2.0159,6.6407,1.0889,-0.915,-0.0283,-0.5244,0.4958,-0.2385,0.6504
1.1586,2.335,4.7599,1.5219,-0.233,-0.5001,-0.3634,1.1304,0.2423,0.4599
1.3108,1.3096,3.3528,2.018,-0.1364,-0.3588,-0.2189,1.1898,-0.1083,0.2832
1.084,1.4314,1.6774,2.1667,-0.3256,-0.0117,-0.2295,1.1989,-0.6438,0.8371
1.6488,1.4345,3.2684,1.2349,-0.3296,-0.4305,-0.324,1.2029,-0.0426,0.1618
1.1039,1.1277,2.4939,1.7517,-1.1204,0.2024,-0.4597,0.9381,-0.2919,0.6208
1.279,1.9145,4.2719,1.3807,-0.4594,-0.5849,-0.4148,0.9556,0.1554,0.7239
1.1189,2.0397,3.1507,1.5288,-0.2595,-0.5998,-0.2732,1.0965,0.6142,0.3423
2.4922,1.5086,4.0828,1.2053,-0.5737,-0.7502,-0.2053,0.8388,0.3053,0.3918
1.0109,1.3199,3.0105,1.9144,-0.4736,-0.5855,-0.6266,0.891,0.234,0.3392
1.2841,1.3616,3.7454,1.4791,-0.4961,-0.642,-0.5234,1.026,-0.1426,0.6748
1.1077,2.1847,3.0852,1.7208,-0.5502,-0.6835,-0.3928,0.7646,0.6233,0.523
1.3231,2.7704,4.2764,1.2236,-0.1349,-0.374,-0.4581,1.2683,-0.0443,0.4542
0.7781,1.801,2.9176,1.121,-0.0697,-0.3311,-0.7919,0.9359,0.7283,0.6943
1.4338,1.8853,3.6095,0.9696,-0.4862,-0.4489,-0.278,1.2028,-0.1884,0.6755
1.5676,1.5674,3.6694,1.7128,-0.2968,-0.1557,-0.2237,0.9138,0.2533,0.3033
1.3763,1.7744,2.6001,2.0243,0.0664,-0.7155,-0.6646,1.0791,0.7959,0.6066
1.4568,1.7658,3.5694,1.822,-0.3859,-0.2585,-0.4206,1.2796,-0.587,0.549
0.7375,1.0798,2.7338,1.4482,-0.3963,-1.3506,-0.4869,1.6338,0.7024,0.4194
1.5767,2.031,3.1366,1.2032,-0.2664,-0.3452,-0.4268,1.0888,0.1811,0.3587
1.528,2.4795,3.4406,1.7728,-0.5224,-0.1012,-0.2794,0.8766,-0.0752,0.2062
1.6817,1.7691,2.5842,1.5952,-0.3042,-0.8023,-0.3099,1.1819,0.5082,0.4237
1.3382,1.8839,3.1933,1.9407,-0.4008,-0.3424,-0.2979,1.0028,-0.0771,0.1156
1.2006,1.6908,4.7319,1.5313,0.1967,-1.0205,-0.3063,1.3709,0.8292,0.2832
1.4767,1.5168,2.7394,1.229,-0.1319,-0.9875,-0.0488,1.2973,0.3268,0.652
1.1357,1.9175,1.7694,1.6496,-0.6064,-0.6821,-0.4252,0.9437,0.3285,0.4836
1.4316,2.8874,3.4952,1.2664,-0.2413,-0.3604,-0.4885,0.9695,-0.0603,0.593
1.6155,1.5663,3.8282,1.357,-0.704,-0.039,-0.152,0.995,-0.5984,0.1122
1.5586,2.0259,3.8579,1.4494,-0.5582,0.1946,-0.4704,0.8411,-0.4891,0.4639
1.547,1.9138,3.9965,1.5266,-0.1415,-0.7218,-0.8382,1.3306,0.1813,0.2542
1.0139,2.3346,3.3044,1.4782,-0.2278,0.0849,-0.4816,0.9682,-0.3157,0.7473
1.5469,1.9763,4.9587,0.8034,-0.5596,-0.4151,-0.0189,1.1482,-0.0943,0.3556
1.1006,1.9897,4.346,1.2092,-0.1149,-0.6955,-0.6205,0.907,0.2012,0.5851
1.1306,1.6251,3.9441,1.1491,-0.2803,-0.4708,0.0516,0.5568,0.6623,0.1304
1.3765,2.7194,3.5339,1.3537,-0.3143,-0.4452,-0.1172,1.0558,0.4433,0.5494
1.3319,1.7135,3.5212,2.0534,0.0874,-0.0144,-0.5178,1.8637,-0.326,0.4276
2.1585,2.3217,4.2339,1.2067,-0.186,-0.1994,-0.1182,1.0917,-0.2877,0.3236
1.4354,1.0546,4.2164,1.5677,-0.2828,-0.6957,-0.4115,1.1216,0.3467,0.5492
1.1511,1.6452,2.6183,1.6118,-0.9769,-0.2054,0.1222,0.9313,-0.9627,0.4915
0.9649,1.4507,2.2907,1.5867,-0.3905,0.0023,0.0117,1.1712,-0.3261,0.3389
2.1236,1.8645,4.0428,1.645,-0.5578,-0.4975,-0.2568,0.7658,0.2642,0.3686
1.2585,2.4382,3.7522,1.222,-0.5368,-0.5649,-0.4486,0.8953,0.3387,0.6359
1.6292,1.4987,2.7691,2.0886,-0.6118,-0.2617,-0.381,0.9683,-0.3049,0.6209
1.2348,1.9766,3.1799,2.1741,-0.3936,-0.6226,-0.2042,1.1212,0.1871,0.3976
1.2607,2.4977,2.4308,1.2802,-0.5508,-0.4333,-0.3199,1.2306,-0.4642,0.6907
1.3571,2.1731,3.3146,1.2761,-0.2293,-0.363,-0.2019,1.1721,-0.1451,0.9505
1.4665,1.5091,2.429,2.2841,0.3233,-0.535,-0.4122,1.8066,-0.1252,0.3841
2.1889,1.732,3.0778,1.3269,-0.8859,-0.6226,-0.2709,0.5614,0.4696,0.7527
1.2331,1.7616,3.1597,1.3869,-0.2841,-0.7909,-0.5713,1.1174,0.478,0.7525
1.9085,1.9594,2.7042,1.8701,-0.4821,-0.4693,-0.2872,0.7391,0.2212,0.3647
1.7162,2.09,2.8373,1.0104,-0.8785,-0.5064,0.0626,0.9792,0.3156,0.2722
1.2605,1.5444,2.8717,1.9798,-0.2103,-1.2279,-0.3175,1.2367,0.7167,0.6052
1.9978,2.0372,2.8397,1.6836,-0.1882,-0.4231,-0.3015,1.0812,-0.1344,0.5494
1.6579,1.5521,2.9813,1.5553,-0.1296,-0.961,-0.2987,1.033,0.8769,0.5227
0.8967,2.3222,2.9599,1.2118,-0.2912,-0.67,-0.1062,0.436,0.2133,0.4212
2.1137,2.7369,4.6691,0.8459,-0.3305,-0.3339,-0.1877,0.5857,0.1518,0.4086
1.4937,2.0611,3.8707,1.4857,-0.3049,-0.3917,-0.4621,1.521,-0.105,0.0853
0.7818,1.6397,2.402,2.1733,-0.2717,-0.5807,-0.6323,1.4068,0.3532,0.5186
2.3945,2.3178,5.3039,1.0309,-0.2568,-0.437,-0.2541,0.8736,-0.1004,0.3977
1.2237,1.618,3.1709,1.6088,-0.2662,-0.2807,-0.694,1.5972,0.0644,0.2458
0.9846,0.9982,2.3099,1.864,-0.6079,-0.4873,-0.6179,1.7169,0.3914,0.368
1.5678,1.7356,3.9789,1.3418,-0.3285,-0.3813,0.0313,1.0359,-0.0564,0.2982
1.8453,1.6529,2.6074,1.6961,-0.2928,-0.427,-0.2429,1.1538,-0.4192,0.3014
1.6638,1.7025,3.2137,1.1635,-0.3243,-0.7773,0.1427,1.0008,0.3842,0.4789
1.5278,2.6545,4.3096,1.529,-0.3921,-0.2972,-0.4173,1.1351,-0.0571,0.3883
0.9362,1.7934,4.2646,1.1655,-0.4528,-1.246,-0.2828,0.9932,0.4611,0.2584
1.5325,1.1946,3.4511,1.8869,-0.4517,-1.0509,-0.2147,0.7431,0.7592,0.5567
1.413,1.5304,3.8121,1.7223,-0.7333,-0.7005,-0.4785,0.6477,-0.0055,0.4528
1.3901,1.9887,3.8647,1.9273,-0.2253,0.0449,-0.4614,1.0027,0.0506,0.5208
1.3309,1.822,2.9365,1.2199,-0.2195,-0.4179,-0.2117,1.1486,-0.1413,0.35
2.0574,1.6528,3.6567,1.6605,-0.409,-0.5638,-0.2345,1.1682,-0.2329,0.3261
1.255,1.651,4.7088,1.4387,-0.1471,-0.0058,-0.6926,1.2715,-0.1663,0.3121
0.7619,1.5168,3.2404,1.3566,-0.611,-0.4847,-0.3978,0.7877,0.068,0.5722
1.513,1.4252,3.1588,1.7399,0.0168,-0.7967,-0.262,1.3482,0.8654,0.1643
0.9706,1.8509,3.3669,1.864,-0.2312,-0.2227,-0.6511,0.5794,0.2761,0.6766
1.0404,1.9941,2.6444,1.376,-0.4403,-0.0983,-0.5741,1.4931,-0.5497,0.3882
1.0643,1.7771,1.7811,1.9516,-0.1481,0.0876,-0.6246,1.3398,-0.3853,0.9144
1.2987,1.6375,2.305,1.4831,-0.7827,-0.3867,-0.5736,0.9062,-0.0431,0.4867
1.7637,1.7959,3.7624,1.2694,-0.4267,-0.0905,-0.2411,1.1792,-0.2401,0.2865
1.219,2.1108,2.903,1.5325,-0.594,-0.4273,-0.4036,0.8574,0.0465,0.5396
1.8043,1.1935,2.9638,1.3875,-0.5392,-0.3995,-0.3017,1.1322,-0.4639,0.6232
1.2892,1.5422,2.3722,1.0151,-0.7449,-0.8233,-0.3697,0.9049,0.4684,0.4564
1.4189,1.807,2.3895,1.6721,-0.6842,-0.6227,-0.035,1.1084,0.096,0.4352
1.6133,1.8588,4.333,1.1738,-0.7794,-0.1229,-0.4899,0.73,-0.1532,0.6669
0.7745,1.6375,2.6186,1.9469,-0.6897,-0.2752,-0.6014,0.9201,-0.3958,0.9507
1.8279,1.298,3.1968,1.812,-0.2705,-0.7474,-0.2453,1.1792,0.1329,0.605
1.0503,1.7428,4.2234,1.6937,-0.2906,-0.7551,-0.5652,1.349,-0.0884,0.4097
1.4244,1.479,2.0118,1.9968,0.1989,-0.3686,-0.3373,1.2892,-0.1611,0.6404
0.9522,1.5802,4.0657,1.6838,-0.433,-0.2661,-0.4322,1.1487,0.0432,0.4161
1.5961,1.712,2.9893,1.5024,-0.5346,-0.2264,-0.5054,0.5131,0.2822,0.7157
1.1024,1.8565,2.2841,1.1695,-0.4936,-0.0388,-0.858,1.9276,-0.7145,0.6018
1.3195,1.8866,2.4517,1.3114,-0.3872,-0.2841,-0.071,0.8755,-0.7326,0.4276
1.4114,2.2058,3.193,1.41,-0.1639,-0.8924,0.0813,1.1782,0.3318,0.2262
1.0711,0.9348,2.7221,0.9761,-0.7064,-0.9295,-0.0679,0.9877,0.1483,0.7606
1.1396,2.1745,6.761,1.5447,-0.3563,-0.4474,-0.4101,0.6983,0.3277,0.6113
1.2476,1.4187,2.4479,1.8294,-0.8193,-0.3346,-0.0834,0.7243,-0.0493,0.4463
0.9569,1.7953,4.6677,1.5001,-0.1913,-0.0556,-0.5539,1.0708,-0.1879,0.5457
1.0732,1.7321,3.3313,1.8571,-0.5055,-0.516,-0.705,1.2403,0.3876,0.6076
1.8022,1.9637,4.031,1.4431,-0.27,-0.5427,-0.2285,0.7599,0.2435,0.4593
1.8175,1.9221,3.8808,1.1444,-0.558,-0.455,-0.2197,1.0899,-0.1766,0.4705
1.1961,2.055,2.8596,2.0974,-0.4274,-0.8297,-0.6044,0.8535,1.061,0.6418
0.9429,1.1735,1.6592,1.7573,-0.1691,-0.7163,-0.1728,1.5179,0.2683,0.6651
0.8666,1.834,2.4015,1.489,-0.3966,-0.7415,-0.3877,0.8764,0.4795,0.2255
2.8588,2.1586,3.4167,1.4988,-0.6497,-0.3172,-0.2803,0.497,-0.004,0.5261
1.3198,1.7482,2.7103,1.9017,0.0494,-0.5103,0.0313,0.8359,0.2154,0.8231
1.639,1.4179,3.3599,1.4294,-0.3647,-0.6548,-0.5602,1.1504,0.0893,0.4834
2.0052,1.6334,3.0638,1.5006,-0.5804,-0.1928,-0.2532,1.1845,-0.1377,0.3179
1.2815,1.8613,3.3853,1.5948,-0.6611,-0.932,-0.0727,1.1478,0.2159,0.6597
1.1894,1.8803,4.4634,2.1417,-0.6229,-0.636,0.0352,1.1076,0.2425,0.3648
1.368,1.5331,3.6391,0.9294,-0.1557,-0.4596,-0.0376,1.1237,-0.3332,0.5164
1.2702,1.4848,5.3036,1.635,-0.3641,-0.1638,0.0033,1.0751,-0.5491,0.1081
1.9829,2.4811,5.0983,1.0042,-0.033,-0.2835,-0.666,1.1441,-0.2795,0.4432
1.5487,2.3818,3.9139,0.85,-0.4531,-0.7698,0.0156,0.7124,0.2368,0.1275
1.6138,1.954,2.529,2.0351,-0.575,-0.534,-0.3221,0.782,-0.0056,0.5104
1.0522,1.2685,1.9064,1.6117,-0.521,-0.7332,-0.1825,1.6154,0.2192,0.3513
1.0544,1.4491,3.9309,2.0715,-0.1547,-0.8246,-0.4831,0.8708,0.5817,0.5389
1.6359,1.2529,2.8822,1.9734,-0.2616,-0.3337,-0.1419,1.2119,0.1739,0.7113
0.8975,1.6251,1.9344,2.0645,-0.238,-0.7184,-0.2929,1.4343,-0.0576,0.5303
1.3866,1.9299,3.5332,1.4961,-0.1352,-0.4171,-0.1145,1.4935,-0.1101,0.2967
1.4251,1.603,2.5499,1.3816,-0.6139,-0.524,-0.2482,1.2926,-0.3638,0.2433
1.8948,2.9533,3.9627,1.7246,-0.2557,-0.5677,-0.3298,1.0177,0.0606,0.2574
1.3365,1.5852,3.7601,1.712,-0.1104,-0.4345,-0.289,1.2883,-0.2845,0.4924
1.2886,1.9018,6.28,0.5774,-0.0143,-0.3583,-0.2733,0.8261,0.3264,0.2319
1.3666,1.5306,2.1831,1.9673,-0.2888,-0.7189,-0.5058,1.4917,0.2477,0.2758
1.2515,1.7219,4.0673,1.143,-0.4207,-0.563,-0.2501,1.1564,-0.0928,0.1325
1.619,1.661,3.5295,1.4471,-0.7979,-0.7653,0.2988,0.6724,-0.2056,0.4089
1.6826,1.8516,3.1883,1.3038,-0.3065,-0.2841,-0.3036,0.8091,0.1393,0.5538
1.8577,2.2261,3.8926,1.2707,-0.7363,-0.7823,-0.1568,0.6824,0.0426,0.5061
2.1098,2.285,5.1329,1.6806,-0.6919,-0.2953,-0.3019,0.8451,0.0697,0.4973
1.4511,1.6026,4.6408,1.1966,-0.4408,-0.102,-0.3042,0.8917,-0.205,0.4329
1.2403,1.777,2.7766,1.7164,-0.4142,-0.3163,-0.2181,0.8091,-0.0652,0.5566
1.329,1.213,1.902,2.5491,-0.8622,-0.0803,-0.9327,1.1591,-0.7381,0.9748
1.5389,1.9795,2.9333,1.5153,-0.6771,-0.647,-0.3364,0.9469,0.5246,0.4368
1.4257,1.767,2.9074,1.517,-0.7314,-0.0123,-0.4618,0.6534,0.5299,0.7176
1.7918,2.3611,4.9065,1.6322,-0.144,-0.3552,-0.6402,1.2495,-0.1792,0.5434
1.83,1.404,3.1112,1.9981,-0.9628,-0.1212,-0.1584,1.005,-0.3288,0.2905
1.1372,1.2216,2.6671,2.0953,-1.1291,-0.1717,-0.2805,0.8591,-0.4667,0.7198
1.0168,1.5843,4.5245,1.7989,-0.4481,-0.1143,-0.1588,0.7543,-0.1369,0.8275
