"z_Smear[1]","z_Smear[2]","z_Mgit[1]","z_Mgit[2]","z_Xpert[1]","z_Xpert[2]"
-7.6938,0.7579,-7.3223,-0.9281,-6.4575,-2.2573
-4.8581,0.6817,-6.336,-0.6035,-5.5558,-2.4882
-6.4681,1.5398,-5.3762,-0.7361,-6.4024,-1.8048
-4.2962,-0.0874,-6.2519,-1.5366,-5.4462,-3.4672
-10.4655,1.0163,-5.696,-1.159,-6.0954,-3.6376
-6.4057,1.0397,-5.7849,-0.8015,-7.7243,-1.7426
-8.4919,0.9069,-5.6008,-1.0317,-5.6427,-2.0215
-6.1541,1.5136,-4.6886,-0.4278,-6.0426,-0.9841
-7.3592,0.519,-5.3646,-1.0469,-6.3283,-2.0802
-5.9091,2.2325,-5.122,-0.1941,-5.4337,-0.9533
-6.5018,1.1667,-4.5974,-1.6814,-7.7073,-2.3245
-8.1351,1.5562,-5.2803,-0.1293,-6.4952,-1.5784
-6.7372,1.0739,-5.6505,-0.6227,-4.8985,-1.9123
-4.4862,1.4804,-5.6873,0.1037,-5.5154,-1.1238
-7.5382,1.4597,-5.9377,-0.0135,-8.0243,-0.7411
-8.0327,0.6119,-4.8824,-1.0334,-7.1319,-2.1667
-6.3128,0.905,-5.1857,-0.6896,-6.106,-2.0236
-7.7099,0.728,-7.1021,-1.0008,-5.9306,-1.7759
-6.9562,0.8389,-5.3868,-1.3033,-6.9162,-2.2736
-6.9894,0.8384,-6.5506,-0.7752,-8.1134,-1.8709
-6.5243,0.7403,-6.3295,-0.8259,-6.7365,-1.3105
-6.2506,0.252,-5.3887,-0.9781,-7.9663,-4.3189
-5.6341,1.2024,-5.5877,-0.4257,-7.8969,-1.5923
-8.0912,0.8313,-5.3962,-1.0106,-7.6514,-2.1959
-7.0993,1.1114,-6.9984,-0.3003,-8.1427,-1.6729
-7.4383,0.7383,-5.8827,-0.9656,-6.789,-1.953
-7.3053,0.9992,-5.6896,-1.2301,-7.1569,-3.135
-9.8766,0.3689,-7.0243,-1.2362,-9.4401,-2.5121
-6.9498,0.6087,-9.5807,-0.8975,-5.1854,-4.0702
-5.6882,0.2662,-6.0724,-1.8031,-8.0545,-1.8857
-6.6225,1.7433,-4.6214,-0.697,-6.0053,-0.798
-8.0281,0.683,-5.2775,-1.1354,-6.6286,-2.4245
-6.5317,0.5773,-7.1228,-0.9267,-7.5485,-3.4935
-8.7451,1.1005,-5.8823,-0.9266,-7.1737,-2.0067
-6.4802,0.8377,-5.9097,-0.3067,-6.23,-1.9138
-5.7406,0.4393,-6.4509,-1.6608,-5.5059,-2.6476
-6.4435,0.6003,-5.7004,-0.8885,-6.2776,-2.2596
-10.4928,0.9007,-9.04,-0.8621,-8.1743,-1.4875
-6.478,0.9661,-5.3754,-0.715,-5.1496,-1.4313
-5.8792,1.2785,-5.4721,-1.107,-6.5763,-1.562
-5.735,0.65,-6.0105,-0.7527,-6.8749,-2.1433
-14.8394,0.9275,-5.7325,-1.4855,-8.2715,-1.252
-5.8816,0.9828,-7.2375,-0.9576,-5.1605,-2.0854
-7.2617,0.7614,-6.197,-1.3907,-7.6514,-2.48
-5.8218,0.8481,-6.055,-1.0236,-5.1247,-2.7023
-9.9408,0.9556,-5.8161,-0.7494,-11.5067,-2.585
-7.6042,0.6728,-4.6172,-1.0588,-6.9516,-1.7645
-6.57,0.896,-6.682,-1.3045,-6.6277,-2.966
-9.6963,0.9108,-5.0707,-0.8058,-5.6845,-2.2042
-7.7754,1.1155,-5.7959,-0.7054,-5.8426,-1.6829
-6.9296,0.6604,-9.7149,-1.2076,-6.1687,-1.9733
-8.7376,0.3334,-6.5513,-1.4366,-6.0103,-2.942
-6.9724,0.9615,-5.0491,-1.3005,-7.4772,-1.4343
-8.5214,0.6839,-5.2674,-1.2358,-7.6038,-2.8354
-6.9735,0.1733,-6.3801,-2.2669,-5.5305,-4.0137
-6.8267,0.0577,-5.9609,-0.9754,-7.1354,-3.3717
-7.2024,0.7453,-6.2872,-0.2279,-6.6754,-1.5331
-6.703,1.3372,-7.5539,-0.639,-7.5638,-1.4757
-6.7858,1.8544,-4.7508,-0.3344,-6.3956,-0.9526
-8.735,0.2959,-7.0221,-0.8914,-8.1507,-2.3125
-6.9467,0.9153,-5.0568,-0.5012,-6.2929,-1.7379
-7.4712,1.0426,-5.1715,-0.6913,-6.2895,-1.375
-8.007,1.8614,-4.8274,-0.5909,-5.384,-0.9351
-6.531,1.2611,-5.0209,-0.5517,-6.0061,-1.599
-4.3486,1.7596,-3.9825,-0.3587,-6.0194,-1.6678
-8.3968,0.6101,-5.5499,-0.713,-6.333,-1.1399
-6.6875,1.365,-5.6149,-0.436,-7.0558,-1.2204
-5.1878,1.2765,-4.1225,0.0528,-6.6638,-0.822
-6.0305,0.0957,-6.1324,-0.9413,-6.1874,-2.8465
-8.1045,1.9001,-5.1435,-0.6571,-6.941,-1.4463
-6.6177,1.7103,-4.7514,-1.2427,-6.0203,-1.9425
-8.2075,0.4795,-5.1475,-0.8161,-6.9272,-3.3722
-7.6721,0.2812,-7.2262,-1.1729,-5.9191,-2.5083
-6.6547,1.4186,-5.3351,-0.6275,-6.2652,-0.9283
-11.7122,0.3306,-5.7261,-1.1973,-7.8014,-3.7002
-8.8432,0.6038,-5.8288,-0.6176,-5.6749,-2.3166
-6.0267,1.0548,-5.0011,-1.1242,-6.1682,-1.9856
-5.9133,0.6035,-4.7561,-0.7354,-7.8304,-1.6567
-8.6673,1.5472,-5.1547,-0.3245,-5.4212,-0.9034
-11.6103,1.4385,-4.7398,-0.6348,-7.0034,-1.0857
-7.1115,0.3907,-5.6627,-1.6895,-5.8026,-2.5931
-9.5977,1.5999,-5.5759,-0.2774,-6.6767,-0.7983
-9.8995,0.1506,-6.0565,-0.9298,-5.8468,-3.1757
-6.6574,0.4985,-4.7991,-1.4602,-8.2919,-2.3008
-7.8439,1.2323,-6.3608,-0.4618,-6.7056,-1.5516
-8.9821,0.0263,-6.1984,-1.1749,-6.4721,-2.9522
-8.5015,1.1406,-5.2105,-1.1986,-8.6808,-2.9266
-7.631,1.4827,-4.9462,-0.5489,-6.476,-1.3083
-7.7632,1.899,-5.5052,-0.2721,-4.6054,-0.9186
-7.8696,0.9043,-5.8849,-0.7217,-6.2474,-2.0897
-8.9448,0.724,-5.9906,-1.3219,-7.3078,-2.7154
-9.2019,0.6787,-5.4457,-1.1813,-5.5308,-2.254
-6.0556,0.5736,-4.4602,-1.589,-7.2513,-2.128
-5.8956,0.8365,-5.1047,-1.284,-5.9321,-3.3949
-6.108,2.2453,-5.0363,-0.145,-6.0884,-0.5622
-10.6499,0.7102,-6.0525,-0.7364,-7.9109,-1.2406
-8.8703,-0.0304,-5.8595,-0.9602,-6.8183,-2.7505
-6.7414,1.3012,-4.9594,-0.5076,-6.3337,-1.5058
-8.635,1.9141,-4.6234,-0.052,-4.9255,-1.3218
-8.2972,1.1443,-5.6506,-0.2084,-6.8112,-0.8744
-4.3941,0.5813,-6.3544,-0.8298,-8.6448,-2.4753
-8.1306,0.5769,-5.6219,-1.0967,-6.0543,-2.1031
-7.5478,1.0153,-7.5417,-0.7032,-5.5775,-1.9013
-8.3948,1.4134,-4.4827,-0.2864,-6.1551,-0.5581
-6.9234,0.9024,-5.9138,-1.1782,-6.5337,-1.7271
-8.0907,0.8668,-6.1657,-0.6823,-5.6723,-2.3043
-7.8432,0.6663,-5.6049,-0.9475,-6.1651,-2.9189
-7.8134,1.8594,-4.9605,-0.6519,-5.0218,-1.0631
-10.4406,0.7056,-5.7424,-1.7305,-6.7228,-2.0973
-8.2002,0.1106,-6.2643,-1.3899,-5.9217,-3.353
-7.2681,1.0342,-5.4017,-0.238,-6.7655,-2.6029
-8.814,-0.0243,-5.5289,-1.649,-8.1851,-3.4289
-5.9881,1.2873,-3.7972,-0.7761,-7.2557,-1.6594
-8.9959,1.4413,-6.4156,-0.6541,-6.2497,-1.1351
-6.3202,0.7939,-6.4252,-1.1155,-7.1231,-1.743
-6.2747,3.0517,-4.9935,0.1096,-5.7996,-0.531
-6.8191,0.4565,-6.5734,-1.1178,-6.1572,-3.418
-5.7346,0.8777,-5.8925,-0.579,-5.948,-1.7373
-7.6387,0.8088,-5.6554,-0.5173,-6.4453,-0.6107
-6.8453,0.8482,-4.9806,-0.8098,-6.2336,-1.9979
-8.4443,1.7021,-6.2454,-0.2381,-11.9827,-1.309
-6.9094,0.7416,-4.5459,-0.309,-7.3901,-1.8165
-8.2594,1.4901,-7.6166,-0.5402,-5.6563,-1.2643
-9.1661,1.1103,-6.6555,-0.5197,-5.9271,-1.6779
-7.0393,0.8341,-6.133,-1.0035,-7.1503,-2.2581
-5.9316,0.6306,-5.997,-1.3764,-7.0356,-3.5481
-6.581,0.7267,-7.057,-1.1827,-6.5072,-3.2927
-7.5754,0.5586,-4.7092,-1.1806,-6.1784,-2.0488
-6.6959,0.5794,-4.1847,-1.3885,-7.3291,-2.7598
-8.6105,0.6581,-5.9989,-0.547,-6.5225,-1.8896
-7.6503,1.4659,-6.2287,-0.4304,-4.8451,-2.4336
-4.6258,1.0728,-6.0725,-0.4239,-6.7307,-2.2488
-7.4584,0.5905,-6.5077,-0.7101,-6.7845,-2.268
-6.781,0.4309,-6.5957,-1.2423,-7.5235,-1.8959
-6.9628,0.7924,-6.7715,-0.8525,-5.5547,-1.8583
-13.2706,0.6347,-5.914,-0.6069,-7.7513,-2.2541
-8.7777,0.6884,-6.8794,-0.8297,-8.3879,-2.69
-6.316,0.3261,-6.3804,-1.3854,-6.6275,-1.6197
-9.1944,0.8579,-6.7336,-1.1174,-6.1255,-1.3757
-6.6396,1.2971,-4.8461,-0.3994,-5.9738,-1.4052
-10.6614,0.4741,-7.4908,-0.896,-7.4115,-3.2875
-6.5,1.3702,-5.1305,-0.941,-7.3034,-2.3565
-7.9267,0.4952,-7.1302,-1.4728,-5.5204,-2.1819
-10.9108,0.7267,-5.3751,-1.2979,-7.1135,-1.9448
-6.4398,0.4074,-7.7827,-0.71,-6.34,-3.1071
-7.0249,1.7842,-5.7692,-0.6242,-6.1511,-1.0464
-4.6886,0.9637,-4.8774,-1.2864,-6.0851,-1.665
-8.3775,0.7074,-5.2438,-1.0132,-5.428,-2.3887
-6.9845,0.8548,-6.324,-0.9412,-5.7424,-2.4404
-6.8902,0.1783,-4.4993,-1.1049,-5.8218,-1.6498
-7.9999,0.0448,-5.3323,-0.8295,-7.3944,-1.4823
-4.512,0.4582,-7.614,-0.8222,-7.6007,-2.9837
-5.522,0.311,-6.2368,-1.2898,-5.9558,-1.7245
-6.2766,0.331,-5.3167,-1.5184,-8.0011,-3.7279
-8.2444,0.3822,-6.5168,-0.9221,-8.1617,-3.0479
-8.1383,0.8811,-6.0015,-0.8103,-6.127,-1.7907
-9.3694,0.3687,-8.1874,-1.7475,-6.4871,-3.1061
-8.4824,0.5402,-5.9211,-0.2882,-5.4404,-2.0668
-5.962,0.7555,-5.9562,-1.053,-6.5517,-2.4404
-5.9994,0.8332,-5.6013,-1.8244,-6.8417,-2.5355
-5.5875,0.474,-7.2947,-0.9244,-8.7313,-2.3667
-5.5482,0.7236,-5.3903,-0.4917,-7.8234,-2.0063
-6.8745,0.6831,-6.5209,-1.6084,-7.2274,-1.6814
-6.6215,1.0503,-7.6251,-0.3362,-5.4965,-2.371
-6.5023,0.2893,-6.1557,-1.3054,-7.5279,-1.9648
-9.5645,1.6413,-4.4587,-0.4219,-6.6209,-1.5501
-6.3323,1.1136,-4.6037,-0.7855,-6.1229,-1.4772
-9.8234,0.5712,-5.481,-1.1662,-5.0052,-2.9687
-5.7929,-0.0413,-5.5441,-2.4019,-6.3542,-3.3789
-7.7027,1.1294,-6.5199,-0.2248,-5.4092,-1.1934
-8.014,1.4801,-4.2983,-0.6167,-5.5574,-1.4689
-6.8658,0.8977,-6.6466,-0.727,-8.7806,-1.8593
-6.849,1.7088,-5.6804,-0.5834,-7.067,-1.6451
-5.0354,0.4421,-5.8194,-0.917,-8.0154,-1.6186
-6.6293,1.2291,-5.9931,-0.4244,-6.4854,-1.6009
-5.7808,2.0995,-4.2353,-0.8665,-6.8242,-1.8544
-10.2592,2.4412,-4.6727,0.0749,-6.4783,-0.9319
-8.2805,1.6781,-8.5319,-0.8469,-6.2007,-1.4386
-6.4853,1.4105,-6.2052,-0.3285,-7.6571,-2.5646
-8.5532,0.5286,-6.4684,-0.6173,-8.3392,-2.0205
-7.7052,0.9598,-6.6491,-0.6965,-7.2487,-2.0535
-6.4953,0.2261,-4.5932,-1.3302,-6.4384,-2.5343
-7.8343,0.2699,-5.4129,-0.8675,-8.1174,-2.8779
-7.1879,0.954,-5.8715,-0.6747,-7.5192,-1.5742
-8.556,0.9098,-5.4355,-0.625,-6.1613,-2.8438
-7.497,0.8536,-4.9931,-0.6828,-7.9046,-1.4795
-7.0569,0.6762,-4.3562,-1.0623,-6.6251,-3.2513
-8.7637,0.1692,-5.9718,-1.154,-5.9971,-2.9741
-5.343,0.8246,-6.3476,-0.7673,-5.1709,-1.967
-6.9172,-0.0108,-7.7429,-1.304,-6.1861,-2.4818
-7.9604,1.1864,-5.619,-0.6753,-6.2925,-2.1906
-7.4617,1.3253,-5.6148,-0.2892,-7.4122,-1.6822
-6.381,0.6894,-5.7461,-0.3148,-6.4441,-2.5197
-6.1029,1.066,-4.7776,-1.5075,-6.8645,-1.9848
-6.6084,0.7031,-6.3931,-0.765,-7.8956,-1.8464
-6.0447,0.9451,-6.5044,-0.8668,-6.8384,-1.7291
-6.9721,1.6555,-4.6573,-0.6701,-6.6586,-1.611
-7.3671,0.7151,-5.4696,-0.498,-6.98,-1.6071
-9.9426,1.533,-4.2269,-0.6472,-6.3315,-1.8767
-6.9065,-0.1126,-6.8265,-1.395,-5.5013,-3.3577
-10.9379,1.1988,-4.4313,-1.3342,-6.5887,-2.5655
-8.1262,0.9781,-7.281,-1.2457,-6.9085,-1.6391
-5.8889,0.6495,-6.2082,-0.9212,-7.2621,-1.7818
-6.8514,0.6723,-4.8335,-0.6348,-5.9212,-1.772
-10.344,1.6583,-4.61,-0.1291,-6.3082,-0.933
-6.7743,0.7661,-4.5942,-0.3215,-4.9892,-1.534
-6.7223,0.494,-5.6797,-1.0785,-6.0197,-3.5922
-7.5198,1.586,-6.6929,-0.821,-5.7047,-1.7094
-6.2347,0.8956,-7.055,-0.4635,-6.0573,-1.9966
-8.9136,0.1346,-5.4742,-1.8458,-6.8105,-2.8091
-8.4333,0.5212,-5.7885,-0.8662,-6.8986,-3.3023
-6.7937,1.5837,-6.6746,-0.1382,-6.1,-0.7612
-9.9168,1.3728,-5.7152,0.1654,-6.8857,-0.7374
-7.4985,1.3876,-4.4974,-0.6019,-7.8007,-1.5224
-8.2866,1.3971,-5.7241,-0.2944,-5.8274,-1.9778
-5.8736,0.9442,-5.4191,-1.0098,-6.7573,-2.7416
-8.1286,1.092,-8.1552,-1.075,-5.5813,-1.9519
-7.2198,1.3414,-6.604,0.466,-8.8182,-0.0432
-8.6093,0.7578,-4.9417,-1.3327,-5.3991,-1.7143
-9.9154,1.1074,-5.7962,-1.2079,-6.3298,-2.7002
-6.1027,1.1072,-7.441,-0.7523,-9.6352,-1.6986
-12.6946,1.3427,-5.5419,-1.3823,-6.4715,-2.1936
-6.9984,0.9108,-4.7661,-1.0403,-5.5949,-2.7948
-9.052,1.4334,-4.528,-0.3218,-5.4596,-1.7205
-5.8126,0.5511,-6.173,-1.2575,-5.7808,-2.9825
-7.1312,0.6567,-4.443,-0.7631,-5.769,-1.8957
-7.0277,0.5594,-5.4638,-1.1529,-8.3462,-4.1402
-5.6339,0.3153,-5.3337,-1.4766,-5.0785,-2.071
-8.4673,0.6409,-6.4579,-1.212,-6.5507,-1.923
-5.2879,1.2437,-7.7332,-0.0799,-6.0786,-1.2503
-7.8162,1.1198,-5.8242,-1.1291,-6.3695,-0.7636
-5.3499,0.9735,-4.3918,-1.1106,-7.0951,-1.6236
-8.7634,1.4762,-4.6099,-0.3064,-7.9143,-1.1192
-6.0364,0.6678,-6.9604,-0.7799,-6.6172,-2.1436
-6.4746,0.8579,-6.8971,-0.8095,-5.4289,-3.9828
-8.0458,0.4915,-6.7047,-0.7377,-7.3802,-1.593
-9.6988,0.4626,-6.6429,-0.7827,-6.315,-1.9031
-5.6282,1.7699,-5.8199,-0.3149,-6.8952,-1.1877
-7.5352,0.0428,-5.3345,-1.1596,-9.2281,-2.5981
-5.9293,0.2559,-5.4687,-1.1131,-6.456,-1.8835
-3.1149,1.7924,-4.2481,-0.5438,-5.9275,-1.1386
-9.0253,0.5991,-7.2249,-0.9019,-6.6879,-1.5038
-6.7875,0.7022,-4.554,-1.077,-6.9664,-2.1644
-6.0733,0.4571,-6.3655,-1.1577,-5.7372,-2.5479
-6.8659,0.8609,-6.1987,-0.7657,-6.8255,-1.6155
-9.3674,0.7278,-6.9673,-0.4232,-5.9692,-1.3091
-7.7137,1.2121,-6.307,-0.6945,-4.9428,-1.7747
-6.2014,-0.1295,-5.5806,-1.5259,-5.1679,-2.8158
-8.4135,1.1076,-4.7395,-0.4581,-5.6028,-1.6796
-7.0245,1.1509,-5.7684,-0.7269,-5.893,-1.2293
-11.0688,1.3257,-5.1663,-0.5066,-5.7359,-1.4069
-6.1169,1.0939,-4.3626,-1.3087,-5.2936,-2.705
-8.5118,1.6204,-5.1412,-0.5349,-6.6809,-1.6768
-8.6519,1.4867,-6.0332,-0.1902,-8.3489,-1.1983
-18.1505,1.0502,-4.2741,-0.6676,-6.0862,-2.0795
-6.1789,1.3459,-5.0229,-0.5075,-5.3311,-1.735
-8.3525,1.5573,-6.2906,-0.2655,-5.9903,-0.3123
-8.0689,1.2627,-5.2612,-0.5929,-7.5457,-1.0381
-7.7999,1.2326,-7.5128,-0.5185,-6.0956,-2.0977
-6.5909,0.496,-7.2671,-0.7887,-4.9435,-2.339
-9.5471,1.1095,-5.7759,-0.7633,-6.057,-3.0737
-7.5194,1.0197,-5.7024,-0.6915,-6.6651,-1.2678
-7.5875,0.6166,-6.8653,-1.0963,-6.8008,-3.022
-9.2548,0.853,-5.2753,-0.5912,-5.7298,-2.4065
-6.9616,0.9433,-7.1054,-1.1061,-5.9395,-2.9793
-7.4324,-0.1174,-5.4252,-1.5792,-5.8809,-3.2568
-6.7518,-0.1573,-6.2263,-1.9894,-5.5959,-2.6255
-4.9079,0.8102,-6.116,-1.0657,-7.1919,-1.9297
-6.361,1.1975,-4.3573,-0.6278,-6.3536,-0.9849
-9.8955,1.2169,-5.139,-0.4727,-7.2824,-1.109
-8.583,1.5698,-6.6654,-0.3467,-6.4137,-1.6417
-6.9251,1.354,-6.5095,-0.8803,-6.0106,-1.8644
-7.1773,1.5919,-5.947,-0.6699,-8.9514,-1.5255
-7.7077,1.2038,-6.0355,-0.2247,-7.7768,-1.2387
-7.3926,0.9984,-5.0821,-1.6971,-8.141,-1.4144
-7.6155,1.4007,-4.7156,-0.6143,-5.773,-1.6864
-8.2978,0.559,-6.5089,-1.3365,-8.7486,-1.8165
-5.7049,1.4341,-7.2928,-0.2155,-5.6021,-1.212
-7.1047,1.2365,-5.6848,-0.7535,-6.4509,-0.7848
-5.664,0.415,-5.4516,-1.1647,-6.3929,-2.1612
-7.807,1.0839,-6.4399,-0.3654,-7.583,-1.2834
-7.4764,1.6486,-4.2844,-0.5142,-5.6102,-1.2307
-7.3732,1.8405,-5.3259,-1.2738,-6.2605,-2.0693
-5.0635,1.4099,-4.7987,-0.1934,-6.7076,-0.6644
-5.2591,0.5317,-4.942,-1.7478,-6.2872,-2.5873
-6.3369,0.6936,-6.1803,-0.914,-6.9975,-2.4928
-12.5239,2.524,-3.6658,-0.0108,-6.6914,-0.5867
-6.6631,0.5061,-5.5074,-1.0967,-5.8808,-1.3792
-5.1075,0.9386,-4.758,-1.4987,-6.7339,-3.7293
-6.6899,0.4851,-3.8724,-0.9412,-7.2034,-3.3299
-5.8056,1.3562,-4.8047,-0.3971,-7.447,-1.0637
-7.1844,0.0972,-6.4584,-1.2848,-5.5369,-2.6066
-6.5571,1.225,-9.2545,-0.6064,-6.0132,-2.0436
-9.7141,0.9583,-6.1884,-0.2028,-9.3867,-1.0183
-6.4046,1.4108,-4.3534,-0.0944,-6.1446,-1.5859
-4.3288,1.5845,-6.5612,-0.3358,-6.7894,-0.7757
-4.6893,0.9763,-5.0644,-0.464,-7.324,-1.3597
-8.1632,0.5176,-7.1741,-1.395,-6.8605,-1.9282
-7.0393,0.772,-4.797,-0.3468,-6.3684,-1.5858
-6.1292,0.3213,-6.6916,-0.7623,-5.0905,-3.7877
-6.8474,1.2097,-7.5762,-0.7977,-6.6507,-2.8562
-8.4504,0.236,-6.8136,-0.8172,-6.1301,-2.6114
-7.929,0.6595,-8.6019,-0.796,-6.5174,-1.1812
-7.6302,1.0397,-5.7904,-0.751,-5.5322,-1.2648
-8.7296,0.8731,-5.9801,-0.8037,-4.6342,-1.9798
-7.852,1.2645,-4.5721,-0.3667,-6.294,-2.8968
-7.9337,0.9779,-4.3072,-0.5737,-6.269,-1.1825
-8.1971,1.4455,-5.7961,-0.2888,-7.0458,-1.0803
-8.3264,1.6904,-4.6757,-0.3302,-8.3157,-1.5915
-7.6354,1.176,-5.6182,-0.5661,-6.4713,-1.2827
-5.7394,1.728,-6.6846,-0.5389,-6.1633,-1.9102
-10.2777,1.5788,-4.7864,-0.3825,-6.8879,-0.8381
-6.5837,-0.0558,-7.2284,-1.4806,-7.645,-3.6559
-7.577,0.4212,-5.3979,-0.3738,-8.0709,-2.3867
-8.6083,0.963,-3.8301,-0.8266,-7.4337,-2.8559
-8.409,0.6744,-5.8168,-2.154,-5.9417,-2.0106
-8.0018,1.1982,-5.0581,-0.6032,-6.2975,-1.2995
-5.8512,1.4026,-5.515,-0.6848,-5.8758,-1.139
-8.1396,0.9684,-5.3436,-0.7915,-6.4106,-1.3108
-5.7026,0.8681,-6.0638,-0.6753,-7.1065,-0.9508
-7.6671,1.4641,-6.524,-0.6727,-6.3122,-2.3892
-6.3246,1.0092,-5.2303,-1.066,-6.2767,-1.1273
-9.726,0.9559,-5.5767,-0.8927,-7.1829,-3.0159
-10.6222,0.2607,-5.7327,-1.5525,-6.4513,-3.706
-7.0394,2.4096,-4.889,0.0349,-7.563,-1.2208
-5.6574,1.2999,-4.7254,-1.2506,-6.2316,-2.3309
-6.2906,1.681,-5.1396,-1.0868,-7.0074,-1.3265
-7.7211,1.2635,-5.9208,-0.5586,-6.74,-1.1288
-5.5342,1.313,-6.4244,-0.8788,-6.3819,-1.4201
-6.4632,1.0619,-7.2975,-0.8617,-9.9285,-1.618
-4.8775,1.1437,-5.3769,-0.577,-6.8305,-1.3687
-9.6778,0.6944,-6.92,-2.4879,-5.3905,-4.2121
-7.5267,1.4455,-4.7639,-0.345,-7.3298,-1.7385
-7.3602,0.7358,-5.1152,-0.4998,-7.3052,-1.5094
-8.9727,0.3885,-7.5261,-1.2183,-6.4878,-2.7858
-6.3167,0.3712,-4.4721,-1.4674,-6.2004,-2.4981
-6.5931,1.118,-6.4436,-0.948,-5.8422,-1.3027
-7.4339,0.613,-5.2908,-1.5227,-7.1045,-3.1969
-7.642,0.9838,-5.6405,-0.7058,-5.9205,-1.6571
-5.7355,0.2323,-7.6609,-1.7065,-7.0864,-2.6851
-5.2881,0.9239,-4.7485,-0.4306,-7.705,-1.4775
-15.8775,1.2207,-6.2196,-0.5772,-5.6551,-0.9311
-7.8893,0.9932,-5.962,-0.778,-6.2735,-0.9555
-6.929,1.1286,-4.9143,-0.577,-7.4028,-2.721
-8.9155,1.1232,-6.0195,-0.2966,-6.1303,-1.4015
-9.5482,1.3832,-5.9367,-0.5013,-7.9707,-1.742
-5.2359,0.8339,-4.4912,-0.9961,-6.752,-1.2729
-7.4138,0.7196,-5.7716,-0.2674,-7.5804,-2.4128
-9.8661,1.3673,-5.1404,-0.6721,-5.9744,-1.868
-9.9992,0.9643,-6.7771,-0.4091,-6.0622,-1.7815
-5.4096,0.7204,-4.2644,-0.9114,-5.8858,-1.9767
-4.5447,0.7571,-4.4222,-0.9654,-6.1882,-1.4127
-8.8954,0.9874,-5.4361,-1.1169,-6.9799,-2.9035
-5.8433,1.3145,-5.4156,-0.64,-5.1342,-2.1582
-6.9861,1.2211,-5.3342,0.0783,-5.6091,-0.7527
-7.2472,1.3114,-5.8003,-0.5881,-7.6628,-1.4646
-8.6729,0.7697,-7.7033,-1.4789,-7.1695,-2.716
-8.0362,1.1453,-4.4149,-0.1866,-6.1467,-1.6926
-6.9228,1.1729,-7.3417,-0.4573,-6.8943,-1.4607
-8.3853,1.0765,-6.1384,-0.2523,-5.8842,-0.9203
-5.0644,1.1301,-6.3965,-0.682,-7.4871,-1.2374
-8.9867,0.2803,-5.3168,-0.4793,-5.5905,-2.5405
-5.3392,-0.133,-5.557,-2.0679,-6.4448,-3.3841
-6.9215,0.2805,-5.3198,-1.5009,-6.1887,-2.7047
-5.4861,1.7114,-5.1411,0.0425,-6.7284,-1.0769
-7.5621,0.3755,-7.0327,-0.7834,-6.4542,-2.5652
-8.4297,1.3794,-5.0695,-1.0816,-6.1683,-1.3337
-8.6048,2.3834,-5.1491,-0.6675,-6.6005,-0.662
-6.9278,1.4007,-6.3618,0.1458,-5.9607,-0.8547
-5.9631,0.9217,-5.2434,-0.9465,-6.5055,-1.5869
-6.8082,1.088,-4.5874,-1.3093,-6.5651,-1.9041
-5.7142,0.7774,-4.9646,-1.5952,-8.3355,-1.5058
-5.4833,0.8263,-5.7231,-0.656,-6.2928,-2.7685
-8.3898,1.196,-5.7779,0.291,-6.103,-1.7811
-7.7208,0.8858,-6.7894,-0.7157,-6.9666,-2.151
-5.4478,0.2255,-6.1722,-1.1518,-7.0703,-2.6861
-7.3874,0.9096,-5.5414,-1.3263,-6.1358,-2.0057
-6.8547,1.1806,-6.3416,-0.6729,-6.6133,-3.3486
-5.9065,0.6822,-7.2934,-1.0021,-7.1101,-1.5084
-5.9245,1.5038,-4.5535,-0.1089,-6.0397,-2.6906
-8.3451,1.6809,-5.0165,-0.4062,-7.2605,-1.19
-6.1038,0.6996,-5.4218,-1.4527,-8.2457,-2.1516
-6.6183,0.5885,-6.7112,-1.0914,-7.7075,-2.9057
-7.3015,1.2742,-4.5129,-0.9767,-6.0421,-1.9806
-8.5258,0.9814,-6.4993,-0.7815,-7.3963,-1.7896
-5.9354,0.9248,-5.4345,-0.5573,-7.2691,-1.4443
-8.3906,0.2934,-6.3269,-1.1159,-5.707,-2.2037
-5.5281,0.8722,-6.2315,-0.6151,-9.7726,-2.5747
-9.0331,1.3267,-5.9515,-1.0539,-5.8764,-2.5633
-5.135,1.0819,-4.2431,-1.058,-7.0294,-1.7134
-7.2092,1.0565,-6.6754,-0.4659,-5.6804,-2.4518
-5.9844,0.8887,-5.0782,-1.4167,-6.9578,-2.2383
-5.355,0.7956,-6.4803,-1.3314,-7.4083,-2.5621
-10.3772,0.42,-6.3387,-0.549,-8.6603,-2.9249
-7.1313,1.5375,-4.3569,0.0852,-6.0201,-0.9872
-9.0321,1.4006,-5.8174,-0.2013,-7.0894,-0.6874
-8.1444,0.2937,-5.2582,-1.2234,-7.3012,-2.1984
-7.1869,0.9155,-6.8316,-0.6023,-6.4733,-1.6986
-8.5753,1.3745,-5.6465,0.12,-6.714,-1.4215
-7.2303,1.2287,-4.8164,-0.6992,-5.8452,-1.9457
-6.9383,1.1433,-5.1926,-0.6809,-7.2772,-2.0122
-6.3472,0.7603,-5.1253,-1.2816,-8.8393,-2.2666
-6.2028,1.2582,-6.0631,-1.1127,-5.8777,-2.1036
-8.8198,1.2738,-6.5441,-0.2306,-8.2663,-1.051
-9.1914,1.9184,-5.2043,-0.4034,-6.3586,-0.5149
